"Story","Title","Result","Date","Stability","Duration (s)"
"Validar nombres de productos","El nombre de los productos agregados deberá ser igual que en el carro","FAILURE","2024-07-11T00:17:38.8852871-05:00[America/Lima]","0.0","80.82"
